text,sentiment
"  marymauldin hey foxnews  how absolutely fearful are you of sentedcruz  

im lol at how you refuse to ask him questions
gopdebat",Negative
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Positive
  rwsurfergirl fox is cherry picking the candidates jeb gets the softball questions  gopdebates  gopdebates,Negative
gopdebates ben carson take my advice and try to be the surgeon general,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
basically gopdebates httptcohlhkgeybx3,Negative
  goldietaylor huckabee gopdebates httptcozy12bdukx9,Negative
"ben carson is caked up with the finest black radiance setting powder
gopdebate gopdebates bnrdebate debate",Positive
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
  supermanhotmale dear fox news moderator you forgot to say chinese hacking sta ed under the bush admin gopdebates,Negative
foxnews  gopdebates  bencarson owns this debate when it comes to sma ,Positive
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
 i tune that poser out gopdebates cruzhatesgaypeople  httpstcoxawah7fbt8,Negative
who is the fox news guy with the white lady movie star tiny nose job gopdebates,Negative
  rwsurfergirl fox is cherry picking the candidates jeb gets the softball questions  gopdebates  gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
im sure ben is not ready for any of this gopdebates,Negative
  rwsurfergirl fox is cherry picking the candidates jeb gets the softball questions  gopdebates  gopdebates,Negative
we need a donald trump red zone for these gopdebatesit just show us the pa s where he speaks,Negative
  rwsurfergirl trump has got it right nobody would talk about immigration not untill be brought it up gopdebate gopdebates,Positive
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
"why dont they all just chant war together 

gopdebates republicandebates debate gop debatewithbernie",Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
"  marymauldin hey foxnews  how absolutely fearful are you of sentedcruz  

im lol at how you refuse to ask him questions
gopdebat",Negative
  rwsurfergirl ask trump a legitimate question look at wallaces face when trump nails it  gopdebate  gopdebates,Positive
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
looks like theyre skipping climate change thats like talking about white walkers in kings landing gopdebates debatewithbernie,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  lukewearechange where is this evidence that these hacks talk about when it comes to syria gopdebates,Negative
ben dont go with the argument romney used and got rocked for horsesandbayonettes gopdebates,Negative
  rwsurfergirl tedcruz and realdonaldtrump need to take control of this debate  they can do it  gopdebate  gopdebates,Positive
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
solution to everything  war gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  secretcabdriver bernie sanders would wipe the floor with all of these clowns feelthebern debatewithbernie gopdebates,Negative
i like ted cruz because he looks like bill murray gopdebates,Positive
  rwsurfergirl fox is cherry picking the candidates jeb gets the softball questions  gopdebates  gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio  gopdebate  g,Positive
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
gopdebates proof that some people are still willing to blow a dead man,Negative
"  annemarieweers donaldtrump the only difference between me amp other candidates is that im more honest amp my women are more beautiful 
",Negative
  rwsurfergirl trump has got it right nobody would talk about immigration not untill be brought it up gopdebate gopdebates,Positive
trump is doing a good job its amazing we may not want to hear it he has said it trump trump2016 gopdebate politics gopdebates,Positive
  salmasekela straight outta compton commercial on fox news well played  gopdebates,Positive
loved that carly fiorina said one of her first two phones would be to bibi in israel  gopdebates,Positive
gopdebates i thought ben carson went home hes been so quiet,Negative
hey gopdebates ronald reagan has no relationship to you assholes he pardoned millions of mexican americans boom,Negative
  monaeltahawy oh boy social issues  gop code for who can control womens bodies amp sexuality the most hold on tight twitterland  ,Negative
  rwsurfergirl i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio  gopdebate  g,Positive
  rwsurfergirl jeb bush reminds me of elevator music you hear it but you dont listen  gopdebate  gopdebates,Negative
  rwsurfergirl ask trump a legitimate question look at wallaces face when trump nails it  gopdebate  gopdebates,Positive
where is this evidence that these hacks talk about when it comes to syria gopdebates,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl is it just me or does anyone else want to punch chris wallace in the face gopdebate  gopdebates ,Negative
  rwsurfergirl fox news is obviously trying to influence the makeup of the republican field   gopdebate  gopdebates,Negative
  rwsurfergirl why doesnt chris wallace ask the other politicans about their finances and where their money comes from  gopdebate  ,Negative
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
lady screams bloody murder trump i agree best moment of gopdebates,Negative
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
consequences of obamaclinton admin like increased diplomacy rational decisionmaking and working to eliminate xenophobia gopdebates,Negative
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
  rwsurfergirl i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio  gopdebate  g,Positive
 drink trump gopdebates  httpstcoaz9gugmcgu,Negative
its way more fun being in america watching the gopdebates,Positive
ted look at history that was a deal to bolster reagan gopdebate gopdebates,Negative
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Negative
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Positive
  monaeltahawy oh boy social issues  gop code for who can control womens bodies amp sexuality the most hold on tight twitterland  ,Negative
  thatchrisgore ted cruzs mutant superpower is fearmongering tedcruz tedcruz2016 gopdebate gopdebates,Positive
on a serious note if only we had t cruz amp d trump during the cold war would have kicked those commie asses  gopdebates,Positive
